sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Alevi_Dersim:Alevi_Dersim09,0.101303,0.108662,-0.052043,-0.035853,-0.036314,-0.000279,0.00799,-0.006,-0.026997,-0.013485,0.006008,-0.001349,-0.000743,-0.005918,-0.000271,0.021214,0.01369,0.004814,0.002263,-0.007879,-0.00025,0.001731,0.002958,0.005784,0.001317
Alevi_Dersim:Alevi_Dersim10,0.095611,0.122879,-0.054305,-0.033269,-0.033852,-0.003904,0.003995,-0.006461,-0.031497,-0.018953,-0.001949,-0.002098,-0.000743,-0.003441,0.001764,0.007425,0.001304,0.005194,0.002765,-0.007879,-0.004492,0,-0.004314,-0.003012,0.000838
Alevi_Dersim:Alevi_Dersim11,0.097888,0.112724,-0.056568,-0.040052,-0.041854,-0.008367,0.008225,-0.002077,-0.03211,-0.014032,0.00341,0.001199,-0.002825,-0.006331,0.002443,0.002519,-0.002868,0.003041,0.007668,-0.005503,-0.00262,-0.005317,0.001109,-0.00241,0.005389
Alevi_Dersim:Alevi_Dersim12,0.102441,0.11577,-0.056568,-0.038114,-0.0437,-0.003904,0.00329,-0.005307,-0.028838,-0.006014,-0.002598,0.001199,0.00223,0.000413,0.008415,0,-0.011343,-0.000633,-0.002891,-0.014257,-0.00287,-0.002597,0.002095,-0.00253,0.001197
Alevi_Dersim:Alevi_Dersim13,0.105855,0.120848,-0.04978,-0.022287,-0.035699,-0.001394,0.00376,-0.008769,-0.024747,-0.009659,-0.001949,0.005845,-0.004906,-0.010322,0.0076,0.016839,0.009648,0.007981,0.00352,0.00075,0.000624,-0.008408,0.00949,-0.006025,-0.00012
Alevi_Dersim:Alevi_Dersim14,0.099026,0.116786,-0.04978,-0.033269,-0.028621,-0.009482,0.00517,-0.001385,-0.025156,-0.016401,-0.003897,-0.008393,-0.00223,-0.000413,0.005157,0.003315,0.012517,-0.004054,0.002263,-0.012506,-0.004991,-0.002968,-0.003328,0.001566,0.006227
Algerian:ALG100,-0.055773,0.137096,-0.019233,-0.073644,0.018773,-0.026495,-0.020916,0.003,0.064425,0.011116,0.007957,-0.009292,0.01219,-0.007707,0.013708,-0.003447,0.001695,-0.02141,-0.026145,0.009254,-0.010482,-0.023247,0.015036,0.005663,-0.000958
Algerian:ALG140,-0.054635,0.125926,-0.001508,-0.062016,0.021542,-0.025937,-0.029611,0.01223,0.053585,0.028611,0.011692,-0.015886,0.022299,-0.026286,0.017101,-0.014452,-0.006258,-0.020397,-0.027151,0.015382,-0.007612,-0.025596,0.02391,0.003976,0.001557
Algerian:ALG160,-0.073985,0.136081,-0.010559,-0.064923,0.01908,-0.019522,-0.024206,0.013384,0.067493,0.019864,-0.001949,-0.009891,0.031813,-0.018304,0.011536,-0.011933,-0.017341,-0.008488,-0.034567,0.014132,-0.010606,-0.030666,0.01898,-0.005904,0.003712
Algerian:ALG200,0,0.149283,-0.004148,-0.061693,0.033545,-0.038766,-0.024441,0.003692,0.049495,0.031709,0.005684,0.002698,0.016055,-0.018441,0.016965,-0.016839,-0.003651,-0.015963,-0.026019,0.004377,-0.003993,-0.035241,0.015406,-0.000361,-0.005628
Algerian:ALG210,-0.036423,0.13405,-0.006411,-0.070737,0.016003,-0.02761,-0.019271,0.007154,0.048268,0.024966,0.012666,-0.007343,0.027948,-0.014726,0.015608,-0.011668,0.002347,-0.01647,-0.029665,0.009129,-0.014225,-0.032397,0.020582,0.00494,0.002874
Algerian:ALG220,-0.05122,0.12491,-0.016216,-0.061047,0.018157,-0.038766,-0.021386,-0.000462,0.050517,0.033167,0.006333,-0.005095,0.020664,-0.01968,0.00665,-0.002917,-0.001695,-0.01951,-0.042109,0.01063,-0.005116,-0.035117,0.015529,-0.009278,0.006945
Algerian:ALG240,-0.117238,0.129988,-0.001886,-0.055556,0.012618,-0.027889,-0.015511,0.01223,0.044586,0.018588,0.009743,3e-04,0.024826,-0.006606,0.019001,-0.006099,-0.00013,-0.020017,-0.033813,0.015132,-0.010107,-0.025967,0.026868,-0.002169,0.006945
Algerian:ALG270,-0.027318,0.150298,0.011314,-0.065569,0.023697,-0.029841,-0.008695,0.000923,0.045404,0.034625,0.001949,-0.004496,0.008474,-0.020093,0.009772,-0.009414,-0.001695,-0.011275,-0.038966,0,-0.012228,-0.028069,0.018734,0.004458,0.009939
Algerian:ALG280,-0.05805,0.123895,-0.018856,-0.079458,0.014156,-0.034304,-0.015041,0.004154,0.048677,0.016948,-0.001949,-0.014387,0.028394,-0.007294,0.00855,0.003713,-0.003129,-0.016089,-0.036201,0.014382,-0.008111,-0.018177,0.017748,0.010604,-0.006945
Algerian:ALG400,-0.03187,0.140143,-0.009805,-0.072675,0.020927,-0.034025,-0.024676,0.012692,0.065243,0.040456,0.006333,-0.001499,0.02884,-0.024084,0.016965,-0.010342,-0.007171,-0.01875,-0.045377,0.016133,-0.010232,-0.037838,0.014297,-0.001687,0.008742
Algerian:ALG600,-0.033009,0.141159,-0.005657,-0.076551,0.025235,-0.03263,-0.038072,-0.006692,0.06013,0.039181,-0.000812,-0.006744,0.008474,-0.011147,0.013165,-0.01074,0.003912,-0.018116,-0.029288,0.004752,-0.005989,-0.02844,0.017501,-0.004338,0.004191
Algerian:ALG700,-0.03187,0.13405,-0.012445,-0.069445,0.028928,-0.034582,-0.022561,0.010846,0.051745,0.023508,0.006171,-0.006594,0.01442,-0.018992,0.013572,-0.017502,-0.012778,-0.016723,-0.040098,0.007754,-0.012104,-0.03079,0.022431,-0.006989,-0.00479
Algerian:ALG900,-0.01935,0.137096,-0.00528,-0.084303,0.023081,-0.031515,-0.022326,0.00923,0.062789,0.035354,0.003248,-0.01169,0.016353,-0.017203,0.013165,-0.014983,-0.000652,-0.022297,-0.038087,0.005253,-0.008984,-0.034005,0.017501,-0.005904,0.009221
Algerian:ALGE,-0.10927,0.123895,-0.010182,-0.062662,0.011694,-0.025379,-0.018331,0.000462,0.049699,0.015126,0.01088,0.005095,0.026164,-0.010459,0.016015,-0.017767,-0.017471,-0.006334,-0.019609,0.006253,-0.006738,-0.029429,0.014173,-0.003735,-0.000239
Algerian:Algerian43A13,-0.067156,0.139128,-0.006788,-0.075905,0.017542,-0.040718,-0.025851,0.005538,0.05788,0.032802,0.000974,-0.005695,0.031962,-0.013625,0.018322,-0.019491,-0.00678,-0.018497,-0.038464,0.010505,-0.025705,-0.021021,0.030072,0.003976,0.002155
Algerian:Algerian43A21,-0.068294,0.127957,-0.010559,-0.063308,0.016618,-0.029562,-0.025616,0.011769,0.050722,0.019317,0.013153,-0.005095,0.020069,-0.015414,0.017236,-0.003447,0.007562,-0.016343,-0.039846,0.003377,-0.007237,-0.030419,0.015529,0.00482,0.002754
Algerian:Algerian43A22,-0.064879,0.128972,-0.001886,-0.059109,0.024004,-0.023706,-0.028201,0.007615,0.062993,0.021686,0.00065,-0.004796,0.018434,-0.007019,0.014386,-0.01843,-0.01004,-0.012796,-0.02514,0.002626,-0.008859,-0.022381,0.019596,-0.00735,0.002275
Algerian:Algerian43A23,-0.071709,0.136081,-0.012445,-0.070091,0.029544,-0.027331,-0.024676,0.01523,0.054812,0.031527,0.003897,-0.004946,0.012339,-0.003028,0.008822,-0.020154,-0.00665,-0.018243,-0.028911,0.003377,-0.017844,-0.022134,0.017378,0.001325,-0.002395
Algerian:Algerian43A34,-0.03187,0.139128,-0.001131,-0.07106,0.035699,-0.034582,-0.025381,0.004384,0.052563,0.032256,0.005846,-0.004196,0.018137,-0.019818,0.019408,-0.014187,0.002347,-0.024324,-0.032807,0.011756,-0.012478,-0.036478,0.032414,-0.008555,-0.000958
Algerian:ALGF,-0.198052,0.111708,-0.009428,-0.063308,0.01508,-0.02008,-0.019271,0.012461,0.041109,0.010752,-0.001137,-0.001649,0.015461,-0.018717,0.011265,0.003713,0.020992,0.003674,-0.021746,0.005628,0.000624,-0.021268,0.009737,0.004579,0.005508
Algerian:ALGG,-0.234476,0.109677,0.005657,-0.051034,0.012925,-0.0251,-0.023031,0.021691,0.040087,0.017312,0.007145,-0.013788,0.021556,-0.008808,0.001357,-0.015248,0.001825,-0.01761,-0.016341,-0.001626,-0.009483,-0.030913,0.015159,0.005302,-0.01437
Algerian:ALGH,-0.053497,0.138112,0.000754,-0.079458,0.023697,-0.034582,-0.024911,0.005307,0.058698,0.023326,0.009743,0.001049,0.025272,-0.001376,0.011672,-0.010475,-0.008214,-0.029518,-0.035321,0.008629,-0.011729,-0.027698,0.017008,-0.004097,0.007903
Algerian:ALGJ,-0.037562,0.13405,-0.010559,-0.07106,0.027697,-0.029005,-0.012691,-0.001615,0.050517,0.019499,0.007145,-0.016186,0.027205,-0.021332,0.012758,0.002784,-0.022817,-0.014949,-0.030168,-0.005503,-0.006489,-0.028811,0.014173,0.001687,-0.007065
Algerian:ALGK,-0.105855,0.13405,-0.014708,-0.061047,0.01908,-0.029841,-0.016216,0.013384,0.041314,0.020593,0.00682,-0.007943,0.023191,-0.002477,0.005565,-0.004773,0.005215,-0.013176,-0.023631,5e-04,-0.005615,-0.022876,0.006779,0.002651,-0.000359
Altaian:altai280p,0.055773,-0.291457,0.065242,-0.00646,-0.06155,-0.024263,0.00987,0.020076,-0.004704,0.010752,-0.024196,-0.004346,0.005352,-0.001239,-0.00855,0.001061,-0.001043,-0.006588,0.005405,0.018634,-0.029074,0.008037,-0.017994,-0.000361,0.005029
Altaian:altai283p,0.059188,-0.287395,0.067882,-0.007752,-0.054779,-0.023706,0.013631,0.013615,-0.00225,-0.000182,-0.013803,-0.00045,-0.006541,-0.012937,-0.005022,-0.000133,-0.010431,-0.001774,0.013198,0.014132,-0.021213,0.00371,-0.019103,-0.005663,0.00491
Altaian:altai363p,0.055773,-0.304659,0.068636,-0.00969,-0.064012,-0.021753,0.014571,0.018692,0.011044,0.002734,-0.024358,0.002548,0.004014,-0.011423,0.007872,0.006364,-0.000522,0.003421,0.007039,0.014632,-0.020838,0.001237,-0.015776,0.005904,-0.012933
Altaian:altai419A,0.061464,-0.27724,0.061848,-0.006137,-0.060627,-0.022311,0.011516,0.015461,-0.000409,0.005467,-0.017538,-0.003597,-0.000595,-0.015689,-0.00855,0.00053,0.003781,0,0.018352,0.011881,-0.016097,0.004699,-0.007518,-0.002048,-0.007065
Altaian:altai431k,0.054635,-0.281302,0.071653,-0.009367,-0.065551,-0.027331,0.009635,0.010846,0.004704,-0.00893,-0.013316,-0.006744,-0.001635,-0.01679,0.0019,0.002121,-0.005607,-0.001647,0.011439,0.017008,-0.033566,-0.009645,-0.010723,-0.003133,-0.000838
Armenian_Aintab:Aintab001,0.104717,0.145221,-0.05506,-0.068153,-0.030775,-0.013945,0.0047,0.000692,-0.025975,0,0.000812,0.000599,0.001189,0.005505,-0.013301,-0.005569,0.014473,0.0019,0.005154,-0.002626,0.000873,-0.00272,-0.001479,-0.003494,-0.00012
Armenian_Aintab:Aintab002,0.100164,0.138112,-0.058831,-0.064923,-0.026466,-0.028726,0.004465,-0.008538,-0.022907,-0.002369,0.001461,0.002398,0.000297,-0.006606,-0.005157,0.012861,0.024643,-0.000127,-0.001131,0.002251,-0.00025,-0.000742,0.003328,-0.002892,-0.003353
Armenian_Aintab:Aintab003,0.097888,0.145221,-0.054305,-0.063954,-0.026774,-0.019522,0.00188,-0.005769,-0.021475,0,0.006983,0.006145,-0.002527,0.005918,-0.0019,-0.0118,-0.00678,0,-0.003645,-0.012256,0.001872,0.003215,0.001602,0.000843,0.000958
Armenian_Ararat:GRC11054316,0.105855,0.12491,-0.065619,-0.066861,-0.02462,-0.011156,0.005405,-0.000462,-0.032928,-0.000547,-0.001786,0.000749,-0.001635,0.004129,-0.004072,-0.010607,-0.022556,0.004941,0.00176,-0.01013,-0.00025,0.00643,0.004314,-0.00735,0.000718
Armenian_Ararat:GRC11054317,0.113823,0.136081,-0.04978,-0.063308,-0.028313,-0.017012,0.00329,0,-0.028224,0.003645,0.005684,0.006894,-0.001635,-0.004266,-0.003393,0.005834,0.020861,0.00114,0.002514,-0.005378,-0.004742,0.003833,-0.002465,0.006507,-0.002275
Armenian_Ararat:GRC11054318,0.101303,0.139128,-0.061471,-0.059432,-0.031698,-0.018965,0.000235,-0.006692,-0.028429,-0.004191,0.002111,0.00045,-0.00892,-0.006193,-0.008279,0.011933,0.013169,0.00076,0.01081,-0.005378,0.000499,0.006677,0.000616,0.006748,-0.00934
Armenian_Ararat:GRC11054319,0.101303,0.131003,-0.054305,-0.063631,-0.029544,-0.023985,0.00047,-0.006231,-0.028429,-0.004374,-0.004384,0.002398,-0.003271,-0.000413,-0.006379,0.001856,0.008214,0.003294,0.006159,-0.002501,0.003494,0.010387,-0.007395,0.003735,0.002155
Armenian_Ararat:GRC11054320,0.105855,0.137096,-0.055437,-0.055879,-0.029852,-0.013387,0.004935,-0.005307,-0.031088,-0.011663,-0.003248,-0.001049,0.001784,0.002477,-0.002172,-0.009812,-0.009779,0.000887,-0.001885,-0.002501,0.006738,-0.000495,-0.006655,0.002169,0.001197
Armenian_Ararat:GRC11054321,0.094473,0.140143,-0.064488,-0.062985,-0.026466,-0.02259,0.00517,-0.004384,-0.03027,0.002369,0.005359,-0.000599,-0.002973,0.005505,-0.0095,-0.003978,-0.001825,-0.001267,0.010182,-0.006003,0.003244,-0.003462,-0.001109,-0.004338,0.001916
Armenian_Ararat:GRC11054322,0.101303,0.149283,-0.062225,-0.067184,-0.024928,-0.008646,0.006345,-0.006461,-0.027406,-0.002551,0.002273,0.003297,0.004162,0.001101,-0.012622,-0.00769,-0.012647,0.001014,0.003268,-0.005378,0.006364,0.006183,-0.00037,0.003253,0.003592
Armenian_Ararat:GRC11054323,0.103579,0.132019,-0.060339,-0.062985,-0.027697,-0.010598,0.004935,-0.000692,-0.023725,-0.010934,0.008607,0.002847,0,0.013349,-0.00475,-0.017634,-0.004303,0.007728,0.004651,-0.003252,-0.007487,-0.001113,0.007641,-0.003615,0.008143
Armenian_Ararat:GRC11054325,0.102441,0.126941,-0.063356,-0.05814,-0.025543,-0.017012,0.00188,-0.006231,-0.027815,-0.009476,0.001949,0.005095,-0.001933,-0.000275,-0.005293,0.005171,0.011213,-0.005954,0.000126,0.003752,-0.006738,0.006677,-0.003204,0.001325,-0.003832
Armenian_Ararat:GRC11054326,0.097888,0.139128,-0.061471,-0.067184,-0.025543,-0.016733,0.004465,-0.003923,-0.025361,-0.005467,0.002598,0.008542,0.002676,0,-0.004072,0.00305,0.011995,0.000253,0.002011,-0.003752,0.003119,0.007419,0.003944,-0.002048,-0.002634
Armenian_Ararat:GRC11054327,0.102441,0.136081,-0.062979,-0.068153,-0.022773,-0.009761,0.00705,-0.002769,-0.026179,0.000729,0.004872,0.007793,-0.004757,0.006744,-0.009365,-0.006762,-0.012256,0.008361,0.006788,-0.006128,0.001747,0.005935,0.002342,0.003615,0.004311
Armenian_Ararat:GRC11054328,0.104717,0.13405,-0.056191,-0.060724,-0.020311,-0.013945,0.00329,-0.001846,-0.019839,-0.004738,-0.002436,0.001349,-0.001338,0.001927,-0.008686,0.005038,0.013821,0.00038,0.004274,-0.006753,-0.000749,0.002844,-0.006286,-0.002651,-0.002036
Armenian_Ararat:GRC11054329,0.106994,0.129988,-0.059208,-0.054264,-0.026466,-0.022311,0.00987,-0.001846,-0.033133,0.005103,0.012179,0.004646,-0.005203,-0.003716,-0.001493,0.001591,0.006128,0.00228,0.003771,-0.007128,-0.006863,0.001978,-0.007395,0.00012,-0.001796
Armenian_Ararat:GRC11054330,0.104717,0.14319,-0.05506,-0.063308,-0.026159,-0.018965,0.00141,-0.01523,-0.029247,-0.002187,-0.000162,0.004346,-0.004906,0.002202,-0.010586,0.001193,0.004042,-0.003801,0.006788,-0.006503,0.001497,0.005688,0.002958,-0.00735,0.005748
Armenian_Ararat:GRC11054331,0.099026,0.141159,-0.062602,-0.056525,-0.029852,-0.023427,0.00658,0.000231,-0.031088,-0.004009,0.00406,0.002997,-0.007582,0.00578,0.000271,0.001591,-0.001043,0.003927,-0.001006,-0.009755,0.004118,0.000866,-0.002342,-0.001807,0.008263
Armenian_Ararat:GRC11054332,0.100164,0.139128,-0.064111,-0.061047,-0.02739,-0.020359,0.001175,-0.007384,-0.029451,-0.005285,0.005034,0.008842,-0.00773,0.004679,0.00095,-0.001591,0.001825,-0.0019,0.009679,0.003627,-0.00262,0.005317,-0.004314,-0.00253,0.005029
Armenian_Ararat:GRC11054333,0.105855,0.138112,-0.050911,-0.061693,-0.029852,-0.025937,0.006345,-0.007615,-0.026384,-0.004738,0.009094,-0.001948,-0.002676,0.009634,-0.004479,-0.009679,-0.011213,0.00038,-0.002765,-0.002501,0.00262,0.003586,-0.001725,-0.000361,0.001437
Armenian_Artsakh:Artsakh001,0.102441,0.136081,-0.056945,-0.048773,-0.030159,-0.012829,0.00752,-0.000923,-0.035587,-0.008747,-0.000162,0.004496,-0.004906,-0.001651,-0.000271,-0.007558,-0.007432,-0.00152,0.003017,-0.009755,-0.005116,0.006801,0.001849,-0.001566,0.000958
Armenian_Artsakh:Artsakh002,0.102441,0.127957,-0.046763,-0.044897,-0.034776,-0.010319,0.00705,-0.003231,-0.033951,-0.011481,0.000325,0.000899,-0.000743,-0.000963,0.004886,-0.01538,-0.017471,-0.000253,0.000126,-0.002126,-0.002121,-0.004575,-0.005053,-0.005422,0.005029
Armenian_Artsakh:Artsakh003,0.103579,0.136081,-0.044123,-0.04522,-0.030159,-0.009482,0.00611,-0.012461,-0.032928,-0.012757,0.007307,-0.000749,-0.005054,-0.009358,0.0076,0.005967,0.008475,-0.006081,0.001131,0.002626,0.001248,0.002473,0.000986,-0.006025,0.003233
Armenian_Erzurum:ARM1,0.104717,0.136081,-0.053551,-0.055556,-0.020927,-0.02259,0.002115,-0.004384,-0.026179,-0.002551,0.00406,-0.004196,-0.000743,-0.003028,-0.009229,0.009812,0.008866,0.000253,0.003897,-0.001626,-0.003868,0.005564,0.005423,0.00494,0.001197
Armenian_Erzurum:ARM2,0.106994,0.139128,-0.063733,-0.059109,-0.028928,-0.019243,0.003995,-0.001154,-0.032519,-0.004374,0.001786,0.000599,-0.00446,0.009221,-0.006922,-0.011138,-0.009257,0.002154,-0.002137,0.000375,0.006489,0.001484,-0.002711,-0.001566,0.004311
Armenian_Erzurum:ARM3,0.102441,0.140143,-0.065242,-0.063631,-0.032929,-0.017291,0.005875,-0.005769,-0.033337,-0.006378,0.002923,-0.002098,0,0.002202,-0.003936,0.003845,0.004303,0.004687,0.004148,-0.001251,0.005615,-0.002844,0.003821,-0.002651,0.00012
Armenian_Erzurum:ARM4,0.106994,0.13405,-0.04978,-0.072029,-0.020927,-0.023148,0.000705,-0.004615,-0.025565,-0.004191,0.005846,0.002698,-0.005203,-0.000138,0.003122,0.003978,-0.000652,0.000507,0.000754,0.002626,0.00287,0.008532,0.001356,-0.001807,-0.003233
Armenian_Erzurum:ARM5,0.104717,0.144205,-0.055437,-0.067507,-0.028621,-0.017012,0.004465,0.000462,-0.034769,-0.007654,0.006658,0.001649,0.000743,-0.00289,-0.004479,0.00358,0.000261,0.001774,-0.001006,-0.003502,-0.002246,-0.001978,0.00037,0.000361,0.002155
Armenian_Erzurum:ARM6,0.114961,0.137096,-0.05506,-0.055233,-0.032006,-0.010319,0.00376,-0.004846,-0.02802,-0.009112,0.005359,0.00045,0.003568,0.007569,-0.0038,-0.004906,-0.014994,0.003041,-0.004022,-0.001251,0.001123,0.006554,-0.005669,-0.002771,0.000718
Armenian_Gesaria:Evereg001,0.111547,0.136081,-0.056191,-0.062016,-0.020619,-0.014781,0.0047,-0.004615,-0.030679,-0.001093,0.003573,0.002248,-0.001338,0.01156,-0.006107,-0.01485,-0.011083,0.002787,0.006411,-0.008254,-0.00549,0.005193,-0.002465,-0.004699,0.001078
Armenian_Gesaria:Evereg002,0.105855,0.136081,-0.054305,-0.056525,-0.028928,-0.015339,0.001645,-0.001846,-0.028429,-0.001822,0.005521,0.004046,-0.003271,0.001239,-0.001357,0.00358,0.00326,-0.00038,0.002263,-0.008379,-0.001123,0.005688,-0.005669,-0.003374,-0.000479
Armenian_Gesaria:Evereg003,0.100164,0.131003,-0.053928,-0.063954,-0.02739,-0.013666,0.00987,-0.005538,-0.024543,-0.004009,0.009256,0.003597,-0.006541,-0.010459,-0.008279,0.001989,0.019297,0,-0.003394,-0.001,0.003619,0.006801,-0.003204,0.000482,0.000359
Armenian_Gesaria:Gesi004,0.10927,0.137096,-0.046763,-0.05814,-0.026774,-0.016733,0.00188,-0.006923,-0.02802,-0.000547,-0.002111,-0.000749,-0.003122,0.007982,-0.004343,-0.007558,-0.011604,-0.001014,0.001885,0.000375,0.006988,0.003462,0.001479,0.001205,0.004191
Armenian_Gurin:Gurin001,0.101303,0.141159,-0.057699,-0.059432,-0.027697,-0.016733,0.00517,-0.007154,-0.027815,0.000729,-0.001299,0.005095,0.001487,-0.000138,-0.011129,0.009414,0.011474,0.001267,0.006788,0.001376,0.003993,-0.003339,0.000246,-0.000723,-0.007664
Armenian_Gurin:Gurin002,0.106994,0.137096,-0.058454,-0.063954,-0.030467,-0.016176,0.006815,-0.006,-0.033542,-0.006378,0.006171,-0.00015,0.005649,0.000413,-0.005157,0.010209,0.017732,-0.004941,-0.001885,0.004002,0.002995,0.003215,-0.003697,-0.001687,0.002395
Armenian_Hemsheni:ARK-59,0.105855,0.140143,-0.068636,-0.063631,-0.035391,-0.015897,0.00235,-0.003923,-0.039678,-0.005103,-0.001786,0.010041,-0.009068,-0.004542,-0.0095,-0.010209,0.011213,0.003041,0.00264,0.004502,0.009733,0.010881,-0.00493,-0.005904,0.006586
Armenian_Hemsheni:ARK-76,0.105855,0.131003,-0.05506,-0.055879,-0.035699,-0.023427,0.011045,-0.009461,-0.046836,0.002551,0.007795,0.007643,-0.012636,-0.001376,-0.008822,-0.013657,0.009648,0.00152,-0.005656,-0.005503,0.004991,-0.001978,-0.00456,-0.006868,0.002275
Armenian_Hemsheni:ARK-78,0.10927,0.138112,-0.057322,-0.063631,-0.035699,-0.005578,0.00094,-0.014076,-0.042541,-0.004191,0.002923,0.006444,-0.012933,0.007569,-0.009365,-0.017767,0.001956,0.000633,0.001885,0.017008,-0.001373,0.00643,-0.009737,-0.014942,0.006586
Armenian_Hemsheni:ARK-82,0.108132,0.145221,-0.056945,-0.065892,-0.0437,-0.018965,0.011751,-0.008538,-0.047859,-0.003645,0.009906,0.01094,-0.012785,0.002477,-0.012758,-0.009414,0.009779,0.001647,-0.008547,0.002626,0.003743,-0.001607,0.002958,-0.00735,-0.003832
Armenian_Hemsheni:ARK-84,0.10927,0.133034,-0.052797,-0.05814,-0.030159,-0.009482,0.005875,-0.009692,-0.042745,-0.010752,0.005684,0.00045,-0.003122,-0.000138,-0.010993,0.004773,0.008605,0.000127,0.003268,0.006253,0.009733,0.011005,0.002218,-0.00482,-0.005628
Armenian_Hemsheni:ARK-88,0.102441,0.139128,-0.063356,-0.052972,-0.032621,-0.018965,0.00329,-0.006923,-0.045404,-0.014214,-0.002273,0.01109,-0.021704,-0.004542,-0.0057,-0.000398,0.011995,-0.002407,-0.006662,0.001626,0.003244,0.00136,-0.002465,-0.002289,-0.002155
Armenian_Hemsheni:ARK-89,0.110408,0.135065,-0.054305,-0.062339,-0.030467,-0.01506,0.014806,0.000692,-0.057471,-0.004738,-0.003085,0.002548,-0.014866,0.007294,-0.001493,-0.007558,0.010431,-0.006081,-0.001885,0.005628,0.010107,0.000989,-0.004807,-0.002169,0.001317
Armenian_Parspatunik:Parspatunik001,0.103579,0.140143,-0.046386,-0.049096,-0.031083,-0.004183,0.004935,-0.003692,-0.036814,-0.010023,0.005034,0.007643,-0.001487,0.000963,-0.003664,-0.000265,0.002477,0.00038,-0.000503,-0.002501,0.001373,0.003833,0.003944,0.001807,-0.001796
Armenian_Parspatunik:Parspatunik002,0.108132,0.141159,-0.053174,-0.055879,-0.035083,-0.007809,0.006345,-0.000231,-0.032928,-0.005467,0.000325,0.004346,-0.003865,-0.000138,-0.009772,-0.015115,-0.011865,-0.00266,0.001885,-0.004877,0,0.003586,0.000986,-0.003615,0.003113
Armenian_Syunik:Artsvanik,0.104717,0.138112,-0.054305,-0.056848,-0.030775,-0.01004,0.0047,-0.010615,-0.031906,-0.007472,0.004872,0.008692,-0.010406,0.007294,-0.003122,-0.004906,-0.011474,0.005828,0.004902,-0.007754,0.004617,-0.002597,-0.002095,0.002169,0.003113
Armenian_Syunik:Brnakot,0.104717,0.138112,-0.054682,-0.054587,-0.035391,-0.017291,0.00423,-0.002769,-0.033951,-0.003098,-0.000487,0.000599,0.000297,0.00867,-0.001221,-0.007292,-0.01004,0.00266,0.004274,-0.002376,0.006489,0.008656,-0.000246,-0.003253,0
Armenian_Syunik:Goris,0.104717,0.135065,-0.046763,-0.056202,-0.028313,-0.004741,0.00611,-0.005769,-0.027202,-0.006743,0.001299,0.005995,-0.00669,0.002064,-0.001629,-0.002387,-0.01343,-0.001774,0.001383,-0.004377,-0.001622,-0.003586,0.000123,-0.003976,-0.000718
Armenian_Syunik:Khndzoresk-Goris,0.10927,0.133034,-0.052043,-0.049096,-0.030775,-0.009761,0.010105,-0.006461,-0.039882,-0.009112,0.001624,0.005245,-0.005946,0.000275,-0.001493,0.002519,0.002086,0.00266,0.004148,0.000625,0.002995,0.001484,-0.000246,0.004338,0.000479
Armenian_Syunik:Khndzoresk1,0.100164,0.131003,-0.059208,-0.052003,-0.03139,-0.011435,-0.004935,-0.011307,-0.030883,-0.005285,-0.000162,0.004196,0.001189,0.001651,-0.003529,0.009281,0.014342,-0.004054,-0.000503,0.002001,0.005615,0.001484,-0.00037,0.005422,-0.000359
Armenian_Syunik:Khndzoresk2,0.108132,0.132019,-0.054682,-0.052649,-0.033545,-0.008925,0.00423,-0.002538,-0.027202,-0.008747,0.008444,0.005995,0.004162,0.006055,0.000543,0.001326,-0.012517,0.005068,0.003771,-0.01038,0.004492,0.000618,-0.006779,0.003735,-0.003473
Armenian_Syunik:Meghri,0.101303,0.137096,-0.057699,-0.049096,-0.036007,-0.013945,0.004935,-0.006231,-0.02986,-0.01057,0.00341,0.004496,-0.003865,0.003716,-0.002714,0.003182,0,0.003927,0.005154,0.003126,0.002371,0.002968,-0.004437,-0.000602,0.001197
Armenian_Syunik:Shikaghoh,0.106994,0.13405,-0.056191,-0.045543,-0.032929,-0.009203,0.008225,-0.001846,-0.036201,-0.011299,0.004222,0.005545,-0.005946,0.007982,0.001493,-0.017767,-0.01017,0.002154,0.001508,0.006628,-0.002121,-0.002102,0.003697,0.00012,0.00467
